,CGA,students
8451,2.806,58458798
8452,2.348,58460266
8453,3.522,58460793
8454,2.781,58461184
8455,1.758,58462351
8456,2.757,58463534
8457,2.668,58463722
8458,2.534,58465016
8459,3.28,58465328
8460,3.323,58465354
8461,2.511,58466244
8462,2.69,58467070
8463,2.663,58467782
8464,3.364,58468344
8465,3.538,58468761
8466,3.152,58468953
8467,2.483,58471633
8468,4.131,58471807
8469,2.419,58472061
8470,2.67,58473111
8471,2.238,58473301
8472,2.687,58475173
8473,2.31,58478453
8474,1.845,58479837
8475,3.538,58480167
8476,2.038,58480232
8477,2.972,58481044
8478,2.549,58481137
8479,2.12,58481613
8480,2.973,58484369
8481,3.202,58485397
8482,2.806,58485895
8483,4.01,58487037
8484,3.496,58488234
8485,2.44,58488534
8486,2.623,58489322
8487,3.124,58489530
8488,2.788,58490191
8489,2.558,58490212
8490,2.622,58491875
8491,2.682,58493264
8492,3.931,58496169
8493,3.888,58498315
8494,2.715,58498960
8495,2.6,58498988
8496,2.829,58502305
8497,3.178,58504257
8498,4.141,58504680
8499,2.04,58505076
8500,3.722,58506842
8501,2.962,58507952
8502,2.422,58508013
8503,3.484,58509478
8504,2.077,58509694
8505,3.291,58510864
8506,2.7,58511111
8507,3.693,58511117
8508,2.704,58514512
8509,2.892,58514626
8510,3.081,58515075
8511,3.38,58516645
8512,3.978,58516910
8513,2.533,58517056
8514,1.824,58518055
8515,3.019,58519334
8516,3.174,58519337
8517,2.723,58520828
8518,2.631,58522771
8519,2.998,58522891
8520,3.326,58523182
8521,3.023,58525125
8522,3.506,58527419
8523,3.202,58528761
8524,2.67,58529004
8525,3.154,58530322
8526,2.529,58531287
8527,3.366,58532606
8528,2.568,58533134
8529,3.279,58535985
8530,2.933,58536977
8531,2.645,58537150
8532,2.811,58537406
8533,1.88,58538299
8534,2.99,58539524
8535,3.541,58540591
8536,3.027,58544074
8537,2.611,58545639
8538,3.121,58546274
8539,2.724,58547438
8540,2.518,58547555
8541,3.087,58555244
8542,2.725,58555255
8543,3.21,58555566
8544,3.197,58560168
8545,2.153,58560306
8546,3.468,58562244
8547,3.015,58564154
8548,3.591,58565986
8549,3.413,58568690
8550,2.623,58569463
8551,3.175,58569804
8552,3.733,58570673
8553,2.487,58571214
8554,3.229,58572313
8555,2.787,58574104
8556,3.128,58576968
8557,2.969,58577296
8558,2.943,58577532
8559,2.745,58578168
8560,3.071,58579351
8561,3.724,58579808
8562,3.56,58580657
8563,2.419,58580998
8564,3.128,58581635
8565,1.972,58583105
8566,2.6,58583130
8567,2.858,58583971
8568,3.238,58585124
8569,3.363,58585588
8570,2.416,58588032
8571,2.775,58588092
8572,4.057,58588255
8573,2.847,58588669
8574,2.616,58590278
8575,2.24,58592128
8576,2.734,58592493
8577,2.467,58594120
8578,2.246,58594902
8579,3.444,58595547
8580,3.405,58595843
8581,2.302,58596177
8582,2.94,58596198
8583,3.43,58597199
8584,3.78,58597967
8585,2.692,58599175
8586,2.799,58599324
8587,2.539,58599577
8588,2.624,58600325
8589,3.171,58600886
8590,3.24,58601968
8591,2.375,58603013
8592,2.419,58603610
8593,1.891,58603869
8594,3.365,58605243
8595,3.362,58605364
8596,2.903,58606305
8597,2.656,58606536
8598,3.612,58606555
8599,2.4,58607225
8600,3.073,58608313
8601,2.21,58609436
8602,2.86,58610325
8603,2.412,58610908
8604,3.097,58612894
8605,2.702,58612914
8606,2.331,58614405
8607,3.799,58614427
8608,3.955,58614884
8609,2.657,58616073
8610,3.356,58618520
8611,3.537,58618657
8612,2.031,58618959
8613,3.642,58619518
8614,2.195,58619703
8615,2.532,58622346
8616,2.78,58622350
8617,2.45,58622986
8618,2.387,58623285
8619,2.463,58624571
8620,3.429,58625970
8621,3.095,58626737
8622,2.298,58627162
8623,3.245,58627395
8624,2.158,58627714
8625,1.868,58628549
8626,3.075,58628848
8627,2.834,58629168
8628,3.083,58629415
8629,2.315,58629601
8630,3.628,58630315
8631,2.283,58631156
8632,2.285,58631422
8633,2.836,58632073
8634,2.397,58632502
8635,3.178,58633000
8636,3.366,58634675
8637,2.802,58637883
8638,2.67,58638163
8639,2.834,58638727
8640,3.374,58642221
8641,4.006,58643085
8642,2.585,58644120
8643,3.48,58644143
8644,1.98,58644948
8645,3.595,58645538
8646,2.176,58646497
8647,3.227,58648456
8648,2.513,58648652
8649,3.685,58649538
8650,2.682,58650498
8651,3.534,58652716
8652,3.024,58653635
8653,3.488,58654288
8654,2.426,58656106
8655,2.513,58656597
8656,2.782,58657063
8657,3.048,58658912
8658,3.442,58659429
8659,2.398,58660746
8660,3.055,58660766
8661,2.675,58662784
8662,3.068,58663164
8663,2.079,58663769
8664,2.651,58663897
8665,3.175,58664333
8666,2.322,58665934
8667,2.229,58665970
8668,2.482,58666083
8669,3.286,58666914
8670,3.648,58667321
8671,1.935,58669323
8672,3.194,58670055
8673,2.42,58670393
8674,2.528,58671154
8675,3.016,58672862
8676,2.647,58672976
8677,3.024,58673334
8678,3.283,58673969
8679,1.731,58674414
8680,1.966,58676748
8681,2.81,58677298
8682,3.111,58679250
8683,2.775,58681408
8684,2.703,58681795
8685,1.84,58681843
8686,3.971,58682217
8687,2.714,58682426
8688,2.859,58682733
8689,3.001,58687322
8690,3.277,58687673
8691,2.729,58688057
8692,3.861,58688855
8693,2.82,58690614
8694,1.543,58690817
8695,2.53,58690906
8696,2.39,58691797
8697,2.209,58692136
8698,3.3,58694303
8699,2.503,58694515
8700,3.581,58697066
8701,2.892,58697782
8702,3.734,58700602
8703,3.005,58703024
8704,3.094,58704632
8705,3.249,58704861
8706,3.304,58705336
8707,3.869,58706300
8708,1.961,58706433
8709,3.117,58709573
8710,3.984,58711002
8711,3.395,58711227
8712,3.033,58711448
8713,2.911,58711985
8714,4.0,58714494
8715,1.998,58718359
8716,2.494,58719155
8717,3.606,58719856
8718,3.521,58722041
8719,2.951,58726561
8720,2.726,58730885
8721,3.038,58732116
8722,3.209,58732860
8723,4.057,58736007
8724,3.314,58736143
8725,3.446,58739476
8726,3.705,58740022
8727,2.293,58741552
8728,2.798,58742026
8729,2.951,58742381
8730,2.44,58742616
8731,2.725,58743860
8732,2.877,58745351
8733,4.024,58745468
8734,2.548,58749789
8735,2.72,58751491
8736,2.939,58751753
8737,3.039,58754864
8738,2.702,58755661
8739,2.005,58757751
8740,3.453,58758454
8741,2.743,58758756
8742,3.265,58758998
8743,3.964,58759410
8744,2.762,58760022
8745,3.383,58761043
8746,2.679,58762159
8747,2.043,58762259
8748,3.683,58767301
8749,2.609,58768131
8750,2.375,58768977
8751,3.324,58771633
8752,3.03,58773309
8753,3.034,58774092
8754,2.585,58774562
8755,1.986,58775010
8756,3.051,58777557
8757,3.644,58778567
8758,2.568,58779355
8759,3.497,58779651
8760,2.509,58781769
8761,2.789,58782555
8762,2.244,58783963
8763,4.157,58786820
8764,3.465,58787262
8765,3.12,58787704
8766,2.918,58787911
8767,2.324,58788630
8768,2.458,58789025
8769,2.703,58790624
8770,1.739,58791545
8771,2.81,58794565
8772,3.182,58794748
8773,3.463,58796161
8774,3.932,58796876
8775,2.899,58798002
8776,1.384,58798310
8777,3.617,58798532
8778,3.061,58800856
8779,2.688,58802115
8780,3.602,58802604
8781,3.311,58802797
8782,3.155,58804515
8783,3.244,58807129
8784,2.444,58807310
8785,2.457,58809519
8786,2.679,58811676
8787,2.994,58812377
8788,2.748,58812716
8789,3.313,58813150
8790,3.844,58814153
8791,2.933,58815841
8792,2.541,58818681
8793,2.281,58820161
8794,2.832,58821283
8795,3.129,58821978
8796,2.226,58822771
8797,2.37,58823276
8798,2.448,58826310
8799,3.205,58830945
8800,2.384,58831030
8801,3.191,58832305
8802,2.861,58833209
8803,2.511,58834199
8804,2.669,58834691
8805,3.572,58836564
8806,3.147,58838001
8807,2.477,58838924
8808,3.515,58839076
8809,3.586,58840618
8810,1.749,58841356
8811,2.53,58841463
8812,2.388,58842732
8813,3.413,58843184
8814,2.734,58844556
8815,2.003,58845030
8816,3.501,58858329
8817,2.703,58860897
8818,1.932,58861491
8819,3.841,58862285
8820,2.886,58863156
8821,2.867,58863210
8822,3.114,58863370
8823,2.086,58863603
8824,2.854,58864245
8825,2.937,58864971
8826,3.153,58867337
8827,3.582,58867495
8828,2.976,58867553
8829,2.253,58869101
8830,3.639,58870536
8831,2.836,58871195
8832,2.558,58871295
8833,3.505,58871685
8834,3.408,58873069
8835,3.446,58874811
8836,2.472,58876278
8837,3.177,58876778
8838,3.954,58877387
8839,2.8,58877626
8840,1.735,58877669
8841,2.401,58877895
8842,2.636,58878492
8843,2.449,58878958
8844,2.818,58881822
8845,3.179,58882305
8846,2.777,58882424
8847,3.119,58882466
8848,3.353,58882517
8849,2.919,58883467
8850,3.351,58884001
8851,2.816,58885226
8852,3.144,58886348
8853,3.146,58887273
8854,2.368,58888701
8855,3.13,58888714
8856,2.34,58888910
8857,3.691,58890802
8858,2.708,58891757
8859,2.41,58894320
8860,2.826,58894399
8861,2.917,58896703
8862,3.092,58898192
8863,2.864,58898592
8864,2.719,58901598
8865,2.384,58905229
8866,3.719,58905510
8867,3.963,58906621
8868,2.986,58907490
8869,2.32,58908536
8870,4.134,58911898
8871,3.235,58911969
8872,2.627,58913979
8873,3.251,58915752
8874,2.022,58916842
8875,2.409,58917562
8876,3.009,58918006
8877,3.223,58918097
8878,3.573,58918449
8879,2.544,58918528
8880,2.009,58919464
8881,2.214,58920037
8882,3.028,58921275
8883,2.238,58921785
8884,3.083,58924005
8885,3.731,58924301
8886,3.646,58925016
8887,3.186,58925492
8888,2.019,58926234
8889,1.85,58928106
8890,2.773,58928538
8891,2.813,58930111
8892,2.834,58930156
8893,3.152,58930161
8894,2.607,58930273
8895,2.803,58930366
8896,2.36,58930647
8897,2.286,58930893
8898,2.346,58931042
8899,2.179,58931546
8900,2.733,58931797
8901,2.472,58933020
8902,2.7,58935826
8903,3.013,58936959
8904,3.504,58937325
8905,2.755,58937584
8906,3.094,58937682
8907,2.584,58938614
8908,3.333,58940758
8909,3.776,58947566
8910,4.127,58947804
8911,3.752,58948009
8912,1.82,58948859
8913,2.621,58950351
8914,2.743,58950439
8915,2.518,58950797
8916,4.018,58950807
8917,2.958,58950861
8918,3.829,58951290
8919,3.282,58952328
8920,2.181,58954179
8921,2.643,58955608
8922,3.277,58955769
8923,3.478,58956565
8924,2.901,58957588
8925,3.451,58958108
8926,2.716,58958164
8927,3.397,58959023
8928,3.034,58962182
8929,3.34,58962811
8930,2.739,58963021
8931,2.745,58963889
8932,2.187,58966835
8933,2.992,58968310
8934,3.321,58968923
8935,2.369,58969054
8936,2.955,58969776
8937,2.389,58970659
8938,2.564,58971289
8939,1.875,58975066
8940,2.66,58975683
8941,2.42,58976683
8942,3.035,58977258
8943,2.479,58977371
8944,2.291,58977413
8945,3.613,58978751
8946,2.625,58979057
8947,3.334,58979252
8948,3.569,58980349
8949,2.904,58981763
8950,2.923,58981781
8951,3.032,58982396
8952,3.139,58984615
8953,2.583,58986415
8954,2.94,58987061
8955,2.97,58988345
8956,2.286,58989681
8957,2.362,58990219
8958,3.238,58992082
8959,2.566,58992299
8960,3.215,58993147
8961,2.961,58993600
8962,4.033,58994993
8963,2.636,58995717
8964,1.976,58998758
8965,3.974,58999128
8966,3.25,58999599
8967,2.9,59000011
8968,2.806,59001046
8969,3.237,59001579
8970,2.801,59002914
8971,3.276,59007499
8972,3.821,59009408
8973,2.985,59009851
8974,3.301,59010352
8975,3.845,59011639
8976,1.97,59012111
8977,2.586,59012762
8978,3.525,59014237
8979,3.125,59014247
8980,4.018,59015743
8981,2.718,59016591
8982,3.139,59017370
8983,2.229,59017779
8984,3.603,59018669
8985,3.425,59018806
8986,4.06,59022779
8987,1.844,59022839
8988,2.207,59025595
8989,2.43,59028116
8990,2.828,59028636
8991,3.069,59033289
8992,2.419,59033728
8993,3.182,59034960
8994,2.42,59035708
8995,2.184,59035845
8996,3.334,59035933
8997,2.521,59036309
8998,2.666,59036864
8999,3.358,59038813
9000,3.599,59038879
9001,3.036,59039786
9002,3.31,59040232
9003,3.601,59040372
9004,3.391,59041619
9005,3.438,59042451
9006,3.1,59042506
9007,2.853,59045431
9008,3.393,59045757
9009,2.206,59046219
9010,3.303,59046493
9011,3.274,59049079
9012,3.48,59049339
9013,2.476,59049657
9014,2.814,59052216
9015,3.917,59053025
9016,2.467,59053629
9017,3.411,59061117
9018,2.99,59062192
9019,2.412,59062207
9020,3.379,59062398
9021,2.934,59063430
9022,3.02,59063592
9023,3.09,59065875
9024,1.904,59067242
9025,3.24,59067261
9026,2.739,59069151
9027,3.9,59071694
9028,3.681,59072776
9029,3.154,59073473
9030,3.434,59074270
9031,2.702,59076181
9032,2.752,59077088
9033,2.427,59077177
9034,2.732,59078360
9035,3.495,59079315
9036,2.521,59082189
9037,2.326,59082423
9038,3.076,59082713
9039,2.275,59083483
9040,3.41,59085930
9041,3.048,59085999
9042,2.391,59086229
9043,3.175,59087172
9044,2.653,59088661
9045,3.25,59088776
9046,3.286,59089664
9047,2.301,59092021
9048,2.313,59093184
9049,3.636,59094304
9050,3.089,59095589
9051,3.058,59096619
9052,2.639,59097085
9053,2.635,59097475
9054,2.926,59097815
9055,2.003,59099118
9056,2.71,59100851
9057,3.279,59101185
9058,2.91,59101781
9059,2.294,59103732
9060,3.85,59103803
9061,3.685,59104692
9062,2.849,59105942
9063,3.0,59106383
9064,3.033,59107162
9065,3.381,59108290
9066,2.375,59108625
9067,2.417,59110081
9068,2.93,59110248
9069,2.693,59110320
9070,2.133,59112012
9071,2.601,59113562
9072,2.601,59113941
9073,2.266,59114764
9074,2.905,59116122
9075,1.953,59116757
9076,2.379,59116797
9077,2.607,59118009
9078,2.489,59119849
9079,2.257,59121152
9080,3.039,59121679
9081,3.642,59122308
9082,2.4,59130030
9083,3.142,59131254
9084,2.042,59131739
9085,3.333,59133774
9086,3.102,59134860
9087,3.311,59135624
9088,3.073,59136388
9089,3.054,59136780
9090,3.556,59137694
9091,2.124,59139948
9092,3.189,59140055
9093,3.405,59140062
9094,2.938,59141363
9095,3.561,59141442
9096,1.411,59141646
9097,2.696,59143074
9098,2.976,59144086
9099,2.545,59144145
9100,3.034,59144793
9101,3.522,59145546
9102,2.877,59145614
9103,2.274,59145761
9104,3.554,59146679
9105,3.245,59148248
9106,2.685,59150307
9107,3.268,59150672
9108,3.168,59151257
9109,3.034,59152497
9110,3.114,59153019
9111,3.411,59154243
9112,3.111,59154432
9113,2.106,59157038
9114,1.852,59159993
9115,3.466,59164475
9116,2.678,59165353
9117,3.244,59168124
9118,2.886,59169163
9119,3.125,59171935
9120,3.079,59173268
9121,3.103,59174704
9122,2.829,59174731
9123,4.168,59174861
9124,3.082,59176402
9125,3.373,59176663
9126,1.825,59178113
9127,1.638,59178139
9128,2.511,59179159
9129,1.924,59180823
9130,2.831,59181250
9131,3.297,59181627
9132,3.713,59181870
9133,3.7,59182314
9134,3.239,59182483
9135,2.711,59182564
9136,2.319,59183256
9137,3.208,59184638
9138,2.448,59184653
9139,2.394,59189191
9140,3.364,59190333
9141,2.452,59190731
9142,2.483,59190769
9143,2.549,59191956
9144,2.82,59192055
9145,2.842,59192901
9146,2.576,59193386
9147,2.662,59193607
9148,3.552,59194516
9149,3.315,59194954
9150,3.295,59195594
9151,2.304,59195603
9152,3.635,59197846
9153,2.463,59198145
9154,3.713,59198367
9155,2.735,59200007
9156,2.937,59200870
9157,2.734,59204270
9158,3.304,59204693
9159,2.825,59205686
9160,3.181,59206974
9161,2.798,59206993
9162,2.876,59207365
9163,3.328,59209606
9164,3.188,59209851
9165,2.855,59210358
9166,2.902,59211891
9167,3.351,59212833
9168,2.437,59213481
9169,3.035,59213612
9170,2.276,59215226
9171,1.724,59216447
9172,2.793,59216804
9173,3.554,59218382
9174,1.793,59218626
9175,2.499,59219261
9176,2.903,59220454
9177,2.948,59222181
9178,2.176,59222198
9179,2.721,59222539
9180,2.602,59222573
9181,2.91,59224314
9182,2.745,59224687
9183,2.706,59225217
9184,2.237,59225776
9185,2.688,59226726
9186,2.666,59226979
9187,2.588,59227141
9188,3.22,59228274
9189,2.042,59228502
9190,3.925,59228706
9191,3.269,59230757
9192,2.869,59232637
9193,2.415,59233881
9194,2.862,59235910
9195,3.146,59236307
9196,3.063,59240511
9197,3.529,59240873
9198,2.525,59241663
9199,3.743,59243464
9200,2.559,59244842
9201,2.848,59245219
9202,3.64,59245313
9203,2.531,59247434
9204,2.446,59247477
9205,2.947,59248371
9206,2.29,59249692
9207,3.028,59250714
9208,2.646,59251985
9209,2.28,59252571
9210,1.319,59253051
9211,4.101,59253810
9212,2.76,59253823
9213,3.324,59253944
9214,1.907,59254534
9215,3.024,59255577
9216,2.87,59255742
9217,2.279,59257018
9218,2.848,59258190
9219,3.021,59258379
9220,3.893,59258512
9221,3.548,59259829
9222,3.286,59259937
9223,2.902,59259984
9224,2.1,59261005
9225,2.645,59264574
9226,3.181,59264798
9227,1.937,59265112
9228,3.499,59266999
9229,2.083,59267711
9230,3.476,59268574
9231,2.737,59269271
9232,2.617,59269527
9233,3.266,59271246
9234,2.939,59271915
9235,2.331,59272401
9236,3.408,59273917
9237,3.192,59275619
9238,2.861,59276713
9239,3.305,59277937
9240,3.091,59278755
9241,2.87,59279243
9242,3.575,59279470
9243,2.323,59281983
9244,2.687,59282139
9245,3.062,59282637
9246,2.529,59283466
9247,2.735,59284355
9248,2.383,59285273
9249,2.499,59285354
9250,2.633,59286307
9251,2.695,59286455
9252,3.477,59287060
9253,2.734,59287881
9254,3.507,59289052
9255,3.577,59289615
9256,3.616,59289820
9257,2.718,59291564
9258,3.831,59291916
9259,2.805,59292822
9260,3.155,59293518
9261,2.58,59294887
9262,2.541,59296006
9263,2.603,59297171
9264,3.161,59297761
9265,3.267,59299231
9266,3.832,59299571
9267,2.603,59302541
9268,2.679,59302973
9269,0.962,59304769
9270,3.254,59305605
9271,1.903,59306334
9272,3.441,59309836
9273,2.956,59310242
9274,3.032,59313954
9275,3.387,59315219
9276,3.634,59316749
9277,2.306,59318579
9278,2.011,59319611
9279,2.588,59320339
9280,2.505,59320358
9281,2.423,59320731
9282,2.946,59323425
9283,2.489,59323855
9284,3.006,59328285
9285,2.413,59331238
9286,2.415,59332067
9287,2.276,59332558
9288,2.444,59332564
9289,2.636,59333020
9290,3.034,59334444
9291,3.084,59334873
9292,2.918,59335102
9293,2.338,59336292
9294,2.13,59338617
9295,3.269,59340903
9296,2.86,59343605
9297,3.518,59344672
9298,3.892,59344855
9299,2.872,59345144
9300,2.931,59346194
9301,3.066,59347659
9302,2.875,59348789
9303,3.537,59353410
9304,2.567,59353879
9305,3.381,59355796
9306,3.506,59356527
9307,3.09,59359234
9308,2.293,59360373
9309,2.147,59360549
9310,2.718,59362171
9311,2.365,59362173
9312,3.074,59364254
9313,3.295,59364904
9314,4.078,59366181
9315,2.486,59366747
9316,2.945,59368799
9317,3.22,59368932
9318,3.327,59369448
9319,3.132,59370083
9320,1.965,59371059
9321,3.086,59373184
9322,3.694,59374335
9323,3.609,59375558
9324,3.024,59376642
9325,2.536,59377102
9326,2.702,59377638
9327,3.33,59378660
9328,2.197,59382276
9329,3.368,59383472
9330,2.414,59383543
9331,2.51,59384424
9332,2.836,59385989
9333,1.667,59389361
9334,3.397,59391029
9335,3.68,59391183
9336,3.086,59393060
9337,3.505,59393701
9338,3.042,59395115
9339,2.938,59399297
9340,2.507,59401841
9341,3.792,59402298
9342,2.254,59402881
9343,2.681,59405180
9344,2.152,59405336
9345,3.155,59405470
9346,3.413,59405483
9347,2.64,59405929
9348,3.106,59406473
9349,2.973,59406483
9350,3.301,59406955
9351,2.883,59407417
9352,2.09,59407419
9353,2.219,59407480
9354,2.684,59408236
9355,2.958,59408524
9356,2.734,59408917
9357,2.8,59410431
9358,2.942,59413712
9359,3.186,59415573
9360,3.212,59416539
9361,3.054,59417067
9362,3.149,59417315
9363,2.414,59419014
9364,2.385,59419256
9365,3.548,59419995
9366,2.885,59420328
9367,3.497,59421064
9368,3.257,59421485
9369,2.544,59422257
9370,2.3,59422327
9371,2.461,59423888
9372,2.93,59424149
9373,3.326,59424255
9374,3.27,59427848
9375,2.814,59428361
9376,2.203,59429875
9377,2.601,59430276
9378,3.239,59431051
9379,3.089,59431449
9380,3.32,59432600
9381,2.506,59432694
9382,3.1,59436636
9383,3.084,59437145
9384,2.723,59438690
9385,3.33,59439777
9386,2.987,59441581
9387,2.644,59441731
9388,2.174,59442357
9389,3.231,59442425
9390,2.474,59442498
9391,2.132,59443821
9392,3.3,59444863
9393,2.817,59447237
9394,2.741,59447716
9395,2.638,59447821
9396,2.907,59448766
9397,3.168,59449580
9398,4.028,59451569
9399,2.958,59451804
9400,2.914,59452006
9401,2.189,59454138
9402,3.732,59456241
9403,3.007,59456791
9404,3.706,59458110
9405,3.527,59458303
9406,2.548,59462209
9407,3.286,59462954
9408,2.859,59463543
9409,2.77,59464296
9410,3.452,59465937
9411,2.413,59465948
9412,3.112,59468317
9413,3.271,59468763
9414,3.386,59469687
9415,1.926,59469694
9416,2.755,59471504
9417,3.472,59472493
9418,3.81,59472838
9419,2.13,59473476
9420,2.882,59473966
9421,3.1,59475008
9422,1.807,59476570
9423,2.321,59477403
9424,2.126,59477457
9425,3.194,59477574
9426,2.835,59479842
9427,3.284,59480035
9428,2.852,59480524
9429,2.592,59480904
9430,3.979,59482326
9431,2.554,59483879
9432,2.674,59485023
9433,3.091,59487567
9434,2.715,59487810
9435,3.361,59490617
9436,3.449,59490669
9437,3.312,59493965
9438,3.028,59494234
9439,2.029,59494813
9440,3.093,59495560
9441,2.728,59496508
9442,2.175,59497237
9443,3.378,59497421
9444,3.873,59498040
9445,2.31,59499326
9446,2.898,59499721
9447,2.698,59500580
9448,3.474,59501292
9449,2.751,59503639
9450,3.493,59504688
9451,3.776,59505008
9452,3.073,59505111
9453,3.089,59505995
9454,2.215,59506606
9455,3.712,59507452
9456,2.618,59508656
9457,2.911,59508668
9458,2.504,59508739
9459,3.292,59511379
9460,2.067,59511431
9461,3.064,59512848
9462,1.885,59513535
9463,2.46,59514187
9464,2.825,59514944
9465,3.421,59515628
9466,3.204,59515852
9467,2.77,59516318
9468,2.214,59516429
9469,2.677,59516602
9470,2.347,59521816
9471,2.872,59522179
9472,2.721,59523789
9473,3.597,59524277
9474,2.297,59527766
9475,3.065,59527804
9476,1.9,59527825
9477,3.246,59528872
9478,1.536,59529107
9479,3.686,59530141
9480,3.11,59530857
9481,2.865,59531780
9482,2.252,59532335
9483,3.158,59533697
9484,2.769,59535726
9485,1.539,59536168
9486,3.434,59537699
9487,2.931,59538059
9488,3.539,59539038
9489,3.062,59542917
9490,3.381,59542960
9491,3.045,59543872
9492,3.505,59544917
9493,3.32,59546300
9494,3.164,59546637
9495,2.766,59546795
9496,2.232,59546933
9497,3.097,59547715
9498,0.494,59550255
9499,2.372,59551062
9500,2.762,59552154
9501,3.629,59552423
9502,3.502,59553073
9503,3.741,59553532
9504,2.381,59555154
9505,2.166,59555976
9506,3.354,59556997
9507,3.919,59557616
9508,2.113,59557641
9509,2.641,59557676
9510,3.145,59557829
9511,2.855,59557842
9512,3.209,59559936
9513,2.81,59561333
9514,3.275,59561861
9515,1.861,59562439
9516,2.966,59563212
9517,2.874,59565572
9518,3.457,59566970
9519,2.58,59567148
9520,2.834,59567202
9521,2.82,59571618
9522,3.336,59572307
9523,1.951,59572822
9524,3.835,59573340
9525,3.621,59573577
9526,2.437,59573659
9527,2.711,59574386
9528,2.545,59576219
9529,2.804,59577205
9530,2.431,59578923
9531,2.895,59579095
9532,3.303,59579156
9533,3.162,59581767
9534,2.874,59581843
9535,3.401,59583882
9536,3.347,59584491
9537,2.928,59585774
9538,3.761,59586352
9539,3.128,59587057
9540,3.78,59587205
9541,2.481,59593533
9542,3.74,59594168
9543,2.461,59595072
9544,1.26,59596132
9545,3.689,59596985
9546,2.221,59597355
9547,2.657,59597584
9548,3.697,59599009
9549,3.062,59599674
9550,2.516,59600701
9551,2.338,59601809
9552,3.962,59601867
9553,1.803,59607705
9554,2.115,59607823
9555,3.369,59608351
9556,3.627,59609305
9557,3.676,59610818
9558,2.926,59611070
9559,2.694,59611442
9560,3.338,59611809
9561,3.9,59611869
9562,2.563,59612669
9563,2.686,59612728
9564,2.524,59613114
9565,3.302,59613152
9566,2.538,59613898
9567,3.032,59614385
9568,2.269,59614556
9569,3.58,59616257
9570,2.403,59617041
9571,2.731,59617989
9572,1.688,59620234
9573,2.225,59621526
9574,2.618,59622288
9575,3.382,59622825
9576,2.845,59624199
9577,2.953,59624655
9578,2.684,59626144
9579,2.485,59627249
9580,2.907,59627648
9581,3.359,59628863
9582,3.758,59632258
9583,2.902,59633248
9584,1.571,59634161
9585,2.861,59635573
9586,2.829,59635833
9587,4.027,59636368
9588,3.939,59637696
9589,2.793,59638144
9590,3.052,59638695
9591,2.556,59639382
9592,2.446,59640838
9593,2.412,59642211
9594,2.605,59642838
9595,2.825,59643058
9596,2.69,59643426
9597,2.967,59644479
9598,3.008,59645604
9599,3.564,59645635
9600,3.417,59647486
9601,2.447,59647662
9602,3.492,59649581
9603,3.595,59650770
9604,2.015,59651133
9605,2.922,59651807
9606,3.631,59651840
9607,3.013,59652537
9608,3.248,59655376
9609,2.73,59655689
9610,2.603,59656446
9611,2.597,59657214
9612,2.48,59659153
9613,2.479,59660875
9614,1.751,59661369
9615,2.734,59662092
9616,2.55,59663577
9617,3.258,59666114
9618,2.294,59667876
9619,2.911,59669532
9620,2.84,59669922
9621,3.45,59669996
9622,2.594,59670166
9623,3.044,59670218
9624,2.4,59670480
9625,2.167,59673108
9626,3.55,59673721
9627,2.675,59675060
9628,2.364,59675170
9629,1.587,59677171
9630,2.902,59677330
9631,2.544,59682390
9632,3.39,59682949
9633,2.799,59684272
9634,2.276,59684618
9635,3.078,59684801
9636,1.45,59684880
9637,1.512,59685665
9638,2.014,59685826
9639,3.506,59686911
9640,3.789,59688736
9641,2.189,59689019
9642,2.513,59697513
9643,3.016,59699059
9644,2.947,59699775
9645,2.344,59704623
9646,3.669,59706604
9647,3.644,59707032
9648,1.781,59707567
9649,2.746,59709166
9650,2.126,59710258
9651,2.546,59714179
9652,2.349,59714843
9653,3.07,59714917
9654,2.701,59715098
9655,3.71,59715207
9656,3.372,59715259
9657,2.608,59717714
9658,3.885,59719180
9659,3.625,59720981
9660,3.526,59724083
9661,2.763,59724464
9662,2.841,59726801
9663,1.843,59728068
9664,3.703,59728686
9665,3.377,59729930
9666,3.713,59730567
9667,3.259,59731436
9668,2.689,59731598
9669,2.331,59732454
9670,3.102,59733595
9671,2.672,59733633
9672,3.008,59733722
9673,1.321,59733800
9674,3.844,59735323
9675,2.924,59735326
9676,3.684,59735395
9677,3.055,59735665
9678,3.162,59737110
9679,2.875,59738954
9680,2.838,59741067
9681,2.797,59741221
9682,2.98,59743345
9683,2.471,59743371
9684,2.497,59743488
9685,3.0,59744934
9686,3.088,59745561
9687,3.035,59748524
9688,2.719,59749425
9689,2.605,59749982
9690,2.667,59750796
9691,3.806,59751188
9692,0.0,59752686
9693,2.104,59753825
9694,2.571,59754890
9695,2.507,59755615
9696,3.304,59755747
9697,2.862,59758770
9698,2.352,59759366
9699,2.903,59761605
9700,2.671,59761737
9701,3.106,59762330
9702,3.076,59762624
9703,2.568,59763883
9704,3.752,59764953
9705,3.4,59765257
9706,2.671,59766048
9707,3.074,59766881
9708,3.548,59767911
9709,2.375,59768708
9710,2.952,59770164
9711,3.616,59771525
9712,3.018,59772173
9713,2.561,59772584
9714,2.651,59772829
9715,3.303,59773329
9716,2.833,59773432
9717,2.956,59777985
9718,3.187,59779185
9719,3.257,59782448
9720,3.294,59784842
9721,3.788,59785170
9722,2.72,59785810
